Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height	Type
No.	Selected Peak:		min	µg/mL	%	µS*min	µS	
			CD	CD	CD	CD	CD	CD
			IC-SO4	IC-SO4	IC-SO4	IC-SO4	IC-SO4	IC-SO4
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	4.297	0.5195	7.29	0.4752	2.69	BMB
6	Standard 2	Calibration Standard	4.287	0.9926	6.9	0.908	5.19	BMB
7	Standard 3	Calibration Standard	4.273	1.898	6.78	1.7362	9.88	BMB
8	Standard 4	Calibration Standard	4.253	9.9324	6.95	9.0857	46.92	BMB
9	Standard 5	Calibration Standard	4.203	20.0439	7	18.3352	84.91	BMB
10	Lab Blank	Unknown	3.853	0.0015	2.53	0.0014	0.01	Ru
11	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
12	1	Unknown	4.287	3.3537	0.6	0.0614	0.36	bMb*
13	2	Unknown	4.283	2.141	0.38	0.0392	0.24	bMb*
14	3	Unknown	4.287	4.39	0.81	0.0803	0.46	bM *
15	4	Unknown	4.287	0.1248	0.02	0.0023	0.02	bMb*
16	5	Unknown	4.28	0.8389	0.16	0.0153	0.1	bMb*
17	6	Unknown	4.283	1.3337	0.24	0.0244	0.15	bMb*
18	7	Unknown	4.287	19.4311	4.04	0.3555	2.05	bMb*^
19	8	Unknown	4.287	9.8487	2.02	0.1802	1.04	bMb*^
20	9	Unknown	4.283	33.5136	6.11	0.6131	3.53	Rd
21	10	Unknown	4.28	87.2738	13.26	1.5967	9.09	bMB*^
22	10_DUP	Unknown	4.28	87.8622	13.29	1.6074	9.13	bMb*^
23	11	Unknown	4.283	2.0675	0.37	0.0378	0.23	bMb*
24	11_SPK	Spiked	4.277	91.8077	14.16	1.6796	9.54	bMb*
25	Standard 1	Check Standard	4.287	0.5245	7.36	0.4798	2.72	BMB
26	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
27	12	Unknown	4.287	12.3965	2.23	0.2268	1.31	bMb*
28	13	Unknown	4.277	87.9251	16.61	1.6086	9.13	bMB*^
29	14	Unknown	4.28	1.4616	0.27	0.0267	0.16	bMb*
30	15	Unknown	4.283	1.5775	0.3	0.0289	0.18	bMb*
31	16	Unknown	4.283	2.3943	0.43	0.0438	0.26	bMb*
32	17	Unknown	4.283	3.3161	0.6	0.0607	0.36	bMb*
33	18	Unknown	4.277	0.4612	0.1	0.0084	0.06	bMb*^
34	19	Unknown	4.28	1.0315	0.19	0.0189	0.12	bMb*
35	20	Unknown	4.287	3.6478	0.67	0.0667	0.41	bMb*
