Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height	Type
No.	Selected Peak:		min	µg/mL	%	µS*min	µS	
			CD	CD	CD	CD	CD	CD
			IC-SO4	IC-SO4	IC-SO4	IC-SO4	IC-SO4	IC-SO4
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	4.270 	0.4687 	6.53 	0.4270 	2.69 	BMB
6	Standard 2	Calibration Standard	4.267 	0.9656 	6.70 	0.8796 	5.54 	BMB
7	Standard 3	Calibration Standard	4.263 	1.9612 	6.77 	1.7865 	11.26 	BMB
8	Standard 4	Calibration Standard	4.227 	9.9856 	6.95 	9.0962 	51.70 	BMB
9	Standard 5	Calibration Standard	4.203 	20.0136 	6.98 	18.2311 	92.78 	BMB
10	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
11	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
12	82	Unknown	4.273 	7.4025 	1.36 	0.1349 	0.87 	bMb*
13	83	Unknown	4.270 	3.8743 	0.72 	0.0706 	0.45 	bM *
14	84	Unknown	4.280 	6.1253 	1.04 	0.1116 	0.72 	bM *
15	85	Unknown	4.273 	6.4854 	1.22 	0.1182 	0.76 	bMb*
16	86	Unknown	4.273 	4.1493 	0.76 	0.0756 	0.49 	bMb*
17	87	Unknown	4.273 	4.8549 	0.84 	0.0885 	0.58 	bMb*
18	88	Unknown	4.277 	1.5711 	0.28 	0.0286 	0.19 	bMb*
19	89	Unknown	4.273 	4.6320 	0.82 	0.0844 	0.55 	bM *
20	90	Unknown	4.250 	706.8297 	8.80 	6.4388 	38.49 	BMb*
21	90_DUP	Unknown	4.247 	714.4932 	8.82 	6.5086 	38.93 	BMb*
22	91	Unknown	4.290 	9.2097 	1.70 	0.1678 	1.08 	bMb*
23	91_SPK	Spiked	4.267 	91.5230 	14.78 	1.6674 	10.57 	bMb*
24	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
25	Standard 1	Check Standard	4.273 	0.4775 	6.65 	0.4349 	2.76 	BMB
26	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
27	92	Unknown	4.243 	720.0622 	8.81 	6.5593 	39.27 	BMb*
28	93	Unknown	4.243 	727.4791 	8.83 	6.6269 	39.68 	BMb*
29	94	Unknown	4.250 	682.0978 	8.64 	6.2135 	37.43 	BMb*
30	95	Unknown	4.283 	7.8609 	1.57 	0.1432 	0.93 	bMb*
31	96	Unknown	4.227 	516.1085 	8.24 	9.4029 	54.07 	BMb*
