Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height	Type
No.	Selected Peak:		min	µg/mL	%	µS*min	µS	
			CD	CD	CD	CD	CD	CD
			IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl
1	Lab Blank	Unknown	3.110 	0.0285 	20.86 	0.0348 	0.08 	 M 
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	3.120 	5.0779 	92.31 	6.2137 	41.96 	BM *
6	Standard 2	Calibration Standard	3.120 	10.1570 	92.99 	12.4289 	82.78 	BM *
7	Standard 3	Calibration Standard	3.107 	20.2499 	93.23 	24.7794 	164.06 	BMB
8	Standard 4	Calibration Standard	3.097 	100.8859 	92.79 	123.4519 	784.87 	BM *
9	Standard 5	Calibration Standard	3.097 	199.5222 	93.02 	244.1510 	1595.75 	BMB
10	Lab Blank	Unknown	3.113 	0.0181 	35.48 	0.0221 	0.11 	BM 
11	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
12	222	Unknown	3.100 	4331.7187 	84.91 	106.0126 	675.70 	 M *
13	223	Unknown	3.100 	4555.5688 	84.99 	111.4910 	712.49 	 M *
14	224	Unknown	3.107 	2511.2973 	81.72 	61.4604 	389.65 	 M *
15	225	Unknown	3.107 	2370.1082 	85.17 	58.0050 	371.50 	 M *
16	226	Unknown	3.110 	2615.3871 	80.20 	64.0078 	405.53 	 M *
17	227	Unknown	3.110 	943.0295 	76.38 	23.0793 	157.98 	bMb*^
18	228	Unknown	3.113 	2036.8806 	79.82 	49.8497 	317.01 	 M *
19	229	Unknown	3.110 	4643.3055 	84.97 	113.6382 	724.91 	 M *
20	230	Unknown	3.123 	1.6332 	0.36 	0.0400 	0.47 	Rd
21	230_DUP	Unknown	3.113 	1.5829 	0.34 	0.0387 	0.45 	Rd
22	231	Unknown	3.113 	1.8166 	0.43 	0.0445 	0.50 	Rd
23	231_SPK	Spiked	3.120 	2.0587 	0.42 	0.0504 	0.56 	Rd
24	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
25	Standard 1	Check Standard	3.120 	5.0936 	92.72 	6.2329 	41.73 	BM *
26	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
27	232	Unknown	3.117 	1.5158 	0.36 	0.0371 	0.43 	Rd
28	233	Unknown	3.120 	1.6738 	0.39 	0.0410 	0.47 	Rd
29	234	Unknown	3.120 	1.3329 	0.31 	0.0326 	0.39 	Rd
30	235	Unknown	3.117 	1.7133 	0.41 	0.0419 	0.48 	Rd
31	236	Unknown	3.120 	1.5005 	0.35 	0.0367 	0.43 	Rd
32	237	Unknown	3.123 	1.5921 	0.38 	0.0390 	0.45 	Rd
