Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height	Type
No.	Selected Peak:		min	µg/mL	%	µS*min	µS	
			CD	CD	CD	CD	CD	CD
			IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	3.147 	5.0282 	93.47 	6.1088 	50.14 	BMB
6	Standard 2	Calibration Standard	3.143 	10.0895 	93.30 	12.2579 	99.48 	BMB
7	Standard 3	Calibration Standard	3.140 	20.2632 	93.23 	24.6179 	196.80 	BMB
8	Standard 4	Calibration Standard	3.127 	100.2474 	93.05 	121.7915 	946.10 	BMB
9	Standard 5	Calibration Standard	3.137 	199.8448 	93.02 	242.7933 	1922.03 	BMB
10	Lab Blank	Unknown	3.153 	0.0217 	99.67 	0.0263 	0.18 	BMB
11	Lab Blank	Unknown	3.143 	0.0106 	100.00 	0.0129 	0.09 	BMB
12	82	Unknown	3.150 	4.8962 	1.20 	0.1190 	1.16 	Rd
13	83	Unknown	3.150 	3.9458 	0.97 	0.0959 	0.96 	Rd
14	84	Unknown	3.157 	3.9868 	0.91 	0.0969 	0.97 	Rd
15	85	Unknown	3.150 	4.9003 	1.23 	0.1191 	1.16 	Rd
16	86	Unknown	3.147 	3.0337 	0.74 	0.0737 	0.76 	Rd
17	87	Unknown	3.150 	2.8971 	0.67 	0.0704 	0.73 	Rd
18	88	Unknown	3.157 	3.8590 	0.90 	0.0938 	0.94 	Rd
19	89	Unknown	3.150 	3.7881 	0.89 	0.0920 	0.93 	Rd
20	90	Unknown	3.143 	5082.1550 	84.38 	61.7436 	486.10 	 MB
21	90_DUP	Unknown	3.143 	5122.4067 	84.37 	62.2326 	490.73 	 MB
22	91	Unknown	3.167 	3.7681 	0.93 	0.0916 	0.92 	Rd
23	91_SPK	Spiked	3.150 	3.5501 	0.76 	0.0863 	0.87 	Rd
24	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
25	Standard 1	Check Standard	3.147 	5.0291 	93.35 	6.1099 	50.83 	BMB
26	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
27	92	Unknown	3.137 	5171.6621 	84.38 	62.8310 	495.66 	 MB
28	93	Unknown	3.143 	5220.1639 	84.47 	63.4203 	500.63 	 MB
29	94	Unknown	3.143 	4974.0935 	84.00 	60.4307 	477.78 	 MB
30	95	Unknown	3.157 	4.0876 	1.09 	0.0993 	0.98 	Rd
31	96	Unknown	3.133 	3978.3502 	84.73 	96.6667 	761.57 	 MB
32	97	Unknown	3.143 	956.3739 	75.48 	23.2381 	192.15 	bMB*^
