Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height	Type
No.	Selected Peak:		min	µg/mL	%	µS*min	µS	
			CD	CD	CD	CD	CD	CD
			IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	3.127 	5.1228 	92.80 	6.2435 	44.58 	BM 
6	Standard 2	Calibration Standard	3.127 	10.1872 	93.24 	12.4158 	87.63 	BM 
7	Standard 3	Calibration Standard	3.123 	20.5290 	93.06 	25.0201 	173.55 	BM 
8	Standard 4	Calibration Standard	3.120 	100.1441 	93.05 	122.0523 	831.51 	BMB
9	Standard 5	Calibration Standard	3.117 	199.8626 	93.03 	243.5860 	1701.94 	BMB
10	Lab Blank	Unknown	3.130 	0.0151 	99.54 	0.0184 	0.11 	BMB
11	Lab Blank	Unknown	3.130 	0.0084 	98.67 	0.0103 	0.06 	BMB
12	142	Unknown	3.127 	4137.0258 	84.67 	100.8414 	686.26 	 MB
13	143	Unknown	3.123 	1823.7534 	82.12 	44.4546 	304.96 	 MB
14	144	Unknown	3.130 	2578.2737 	82.17 	62.8463 	420.70 	 M 
15	145	Unknown	3.120 	3444.3716 	84.04 	83.9577 	570.65 	 MB
16	146	Unknown	3.123 	2064.6403 	81.43 	50.3263 	344.35 	 MB
17	147	Unknown	3.130 	1981.5426 	80.70 	48.3008 	324.38 	 M 
18	148	Unknown	3.130 	465.0084 	59.23 	11.3347 	83.72 	bM *
19	149	Unknown	3.130 	2254.0857 	80.65 	54.9441 	371.24 	 Mb*
20	150	Unknown	3.117 	4485.1338 	85.04 	109.3267 	745.45 	 MB
21	150_DUP	Unknown	3.117 	4536.1020 	84.27 	110.5690 	747.14 	 Mb*
22	151	Unknown	3.140 	2.6950 	0.61 	0.0657 	0.66 	Rd
23	Lab Blank	Unknown	3.137 	0.0091 	99.18 	0.0111 	0.06 	BMB
24	Standard 1	Check Standard	3.133 	5.1106 	92.91 	6.2286 	44.24 	BM 
25	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
26	152	Unknown	3.133 	2.3818 	0.56 	0.0581 	0.59 	Rd
27	153	Unknown	3.133 	2.5083 	0.57 	0.0611 	0.63 	Rd
28	154	Unknown	3.133 	1.9333 	0.46 	0.0471 	0.49 	Rd
29	155	Unknown	3.133 	2.0554 	0.48 	0.0501 	0.52 	Rd
30	156	Unknown	3.133 	2.3867 	0.58 	0.0582 	0.59 	Rd
31	157	Unknown	3.133 	1.8813 	0.45 	0.0459 	0.48 	Rd
32	158	Unknown	3.133 	2.2430 	0.54 	0.0547 	0.56 	Rd
