Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height	Type
No.	Selected Peak:		min	µg/mL	%	µS*min	µS	
			CD	CD	CD	CD	CD	CD
			IC-SO4	IC-SO4	IC-SO4	IC-SO4	IC-SO4	IC-SO4
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	4.243 	0.5041 	6.83 	0.4593 	2.38 	 M *
6	Standard 2	Calibration Standard	4.240 	0.9882 	6.76 	0.9003 	4.77 	 M *
7	Standard 3	Calibration Standard	4.233 	2.0471 	6.94 	1.8651 	9.66 	 M *
8	Standard 4	Calibration Standard	4.207 	9.9793 	6.93 	9.0921 	43.83 	BMB
9	Standard 5	Calibration Standard	4.170 	20.0061 	6.96 	18.2276 	79.17 	BMB
10	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
11	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
12	142	Unknown	4.207 	537.3468 	8.22 	9.7915 	46.72 	BM 
13	143	Unknown	4.237 	50.9951 	1.72 	0.9292 	5.07 	BMB
14	144	Unknown	4.233 	233.8285 	5.57 	4.2608 	20.88 	 M *
15	145	Unknown	4.210 	405.6025 	7.40 	7.3909 	36.48 	BM *
16	146	Unknown	4.230 	155.6274 	4.59 	2.8358 	14.98 	BM 
17	147	Unknown	4.243 	126.2135 	3.84 	2.2999 	11.23 	 M *
18	148	Unknown	4.240 	2.2261 	0.21 	0.0406 	0.25 	bMb*^
19	149	Unknown	4.233 	212.0050 	5.67 	3.8632 	20.18 	bMb*
20	150	Unknown	4.197 	589.1689 	8.35 	10.7359 	50.64 	BM 
21	150_DUP	Unknown	4.197 	585.1428 	8.13 	10.6625 	50.58 	bM *
22	151	Unknown	4.250 	5.8904 	0.99 	0.1073 	0.70 	 Mb*
23	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
24	Standard 1	Check Standard	4.250 	0.4854 	6.60 	0.4422 	2.35 	 M *
25	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
26	152	Unknown	4.240 	1.8758 	0.33 	0.0342 	0.22 	bMb*
27	153	Unknown	4.247 	3.9550 	0.67 	0.0721 	0.46 	bM *
28	154	Unknown	4.243 	5.1861 	0.92 	0.0945 	0.63 	bMb*
29	155	Unknown	4.243 	3.1022 	0.54 	0.0565 	0.32 	bMb*
30	156	Unknown	4.243 	4.3192 	0.78 	0.0787 	0.44 	bMb*
31	157	Unknown	4.243 	6.6495 	1.18 	0.1212 	0.68 	bMb*
32	158	Unknown	4.243 	6.7237 	1.21 	0.1225 	0.68 	bMb*
