Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height	Type
No.	Selected Peak:		min	µg/mL	%	µS*min	µS	
			CD	CD	CD	CD	CD	CD
			IC-SO4	IC-SO4	IC-SO4	IC-SO4	IC-SO4	IC-SO4
1	Lab Blank	Unknown	3.860 	0.0210 	11.56 	0.0193 	0.05 	 M 
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
4	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
5	Standard 1	Calibration Standard	4.230 	0.5065 	6.91 	0.4654 	2.27 	 M *
6	Standard 2	Calibration Standard	4.227 	0.9970 	6.85 	0.9162 	4.58 	 M *^
7	Standard 3	Calibration Standard	4.217 	1.9594 	6.77 	1.8006 	9.20 	BM *
8	Standard 4	Calibration Standard	4.180 	10.1906 	7.04 	9.3648 	42.83 	 M *
9	Standard 5	Calibration Standard	4.150 	19.9087 	6.97 	18.2954 	76.48 	BM *
10	Lab Blank	Unknown	3.833 	0.0011 	1.59 	0.0010 	0.00 	Ru
11	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
12	222	Unknown	4.180 	547.3082 	8.06 	10.0591 	46.53 	BM *
13	223	Unknown	4.173 	602.1214 	8.44 	11.0665 	50.57 	BM *^
14	224	Unknown	4.207 	212.0910 	5.18 	3.8981 	18.47 	 M *^
15	225	Unknown	4.210 	124.7324 	3.37 	2.2925 	11.85 	BM *
16	226	Unknown	4.200 	338.4144 	7.79 	6.2198 	29.09 	 M *^
17	227	Unknown	4.213 	1.4349 	0.09 	0.0264 	0.19 	bMb*^
18	228	Unknown	4.213 	188.9572 	5.56 	3.4729 	16.54 	 M *^
19	229	Unknown	4.180 	601.9638 	8.27 	11.0636 	50.57 	BM *
20	230	Unknown	4.223 	3.6934 	0.61 	0.0679 	0.43 	bMb*
21	230_DUP	Unknown	4.220 	3.6027 	0.59 	0.0662 	0.42 	bMb*
22	231	Unknown	4.220 	6.4561 	1.15 	0.1187 	0.71 	bMb*
23	231_SPK	Spiked	4.220 	91.0941 	13.82 	1.6742 	8.80 	bMb*
24	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
25	Standard 1	Check Standard	4.227 	0.4976 	6.80 	0.4573 	2.27 	 M *^
26	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
27	232	Unknown	4.217 	2.0143 	0.36 	0.0370 	0.23 	bMb*
28	233	Unknown	4.227 	5.3837 	0.94 	0.0989 	0.55 	bMb*
29	234	Unknown	4.227 	6.2596 	1.10 	0.1150 	0.63 	bMb*
30	235	Unknown	4.220 	3.0358 	0.54 	0.0558 	0.34 	bMb*
31	236	Unknown	4.223 	4.3484 	0.76 	0.0799 	0.47 	bMb*
