"","Project","Sample_ID","Zone","Grid","Depth_cm","Event_Time","Time_of_day","Source","Volume_mL","Collection_Date","SO4_ppm","SO4_Conc_mM","SO4_Conc_flag","SO4_QAQC_flag","Cl_ppm","Cl_Conc_mM","Cl_Conc_flag","Cl_QAQC_flag","salinity","Analysis_rundate","Run_notes","Field_notes"
"1","TMP","TMP_C_H6_20240607_15CM","C","H6","15CM",NA,NA,"PW",5,"20240607",0.1648,0.00514036182158453,"Within_Range","SO4 checks perc diff out of range",0.5964,0.0168236953455571,"Within_Range","",0.0011036948,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"2","TMP","TMP_C_H3_20240607_15CM","C","H3","15CM",NA,NA,"PW",5,"20240607",0.1768,0.00551466001247661,"Within_Range","SO4 checks perc diff out of range",2.0158,0.0568631875881523,"Within_Range","",0.0036685506,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"3","TMP","TMP_FW_D5_20240607_15CM","FW","D5","15CM",NA,NA,"PW",5,"20240607",0.2565,0.00800062383031815,"Within_Range","SO4 checks perc diff out of range",0.2903,0.00818899858956276,"Within_Range","",0.0005505721,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"4","TMP","TMP_FW_C6_20240607_15CM","FW","C6","15CM",NA,NA,"PW",5,"20240607",16.1069,0.5023986275733,"Within_Range","SO4 checks perc diff out of range",1.3221,0.0372947813822285,"Within_Range","",0.0024150347,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"5","TMP","TMP_FW_H6_20240607_15CM","FW","H6","15CM",NA,NA,"PW",5,"20240607",1.4251,0.044451029320025,"Within_Range","SO4 checks perc diff out of range",0.2529,0.00713399153737659,"Within_Range","",0.0004829903,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"6","TMP","TMP_FW_I5_20240607_15CM","FW","I5","15CM",NA,NA,"PW",5,"20240607",0.0066,0.000205864004990643,"Within_Range","SO4 checks perc diff out of range",0.3061,0.00863469675599436,"Within_Range","",0.0005791227,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"7","TMP","TMP_SW_H3_20240607_15CM","SW","H3","15CM",NA,NA,"PW",5,"20240607",15.7443,0.491088583905178,"Within_Range","SO4 checks perc diff out of range",1.0747,0.0303159379407616,"Within_Range","",0.0019679829,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ","yellow"
"8","TMP","TMP_SW_B4_20240607_15CM","SW","B4","15CM",NA,NA,"PW",5,"20240607",2.1851,0.0681565814098565,"Within_Range","SO4 checks perc diff out of range",7.3016,0.205968970380818,"Within_Range","",0.0132199912,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ","yellow"
"9","TMP","TMP_C_H6_20240610_15CM_T0","C","H6","15CM","T0",NA,"PW",5,"20240610",0.2255,0.00703368683718029,"Within_Range","SO4 checks perc diff out of range",1.915,0.0540197461212976,"Within_Range","",0.003486405,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"10","TMP","TMP_FW_D5_20240610_15CM_T0","FW","D5","15CM","T0",NA,"PW",5,"20240610",0.1935,0.00603555832813475,"Within_Range","SO4 checks perc diff out of range",2.4155,0.0681382228490832,"Within_Range","",0.0043908085,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"11","TMP","TMP_FW_I5_20240610_15CM_T0","FW","I5","15CM","T0",NA,"PW",5,"20240610",0,0,"bdl","SO4 checks perc diff out of range",1.22,0.0344146685472496,"Within_Range","",0.00223054,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"12","TMP","TMP_FW_C6_20240610_15CM_T0","FW","C6","15CM","T0",NA,"PW",5,"20240610",0.1983,0.00618527760449158,"Within_Range","SO4 checks perc diff out of range",0.7064,0.0199266572637518,"Within_Range","",0.0013024648,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"13","TMP","TMP_FW_I5_20240611_15CM_T1","FW","I5","15CM","T1",NA,"PW",5,"20240611",4.2175,0.131550218340611,"Within_Range","SO4 checks perc diff out of range",4.632,0.130662905500705,"Within_Range","",0.008396024,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"14","TMP","TMP_FW_F4_20240611_15CM_T1","FW","F4","15CM","T1",NA,"PW",5,"20240611",14.9095,0.465049906425452,"Within_Range","SO4 checks perc diff out of range",3.18,0.089703808180536,"Within_Range","",0.00577226,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"15","TMP","TMP_FW_D5_20240611_15CM_T1","FW","D5","15CM","T1",NA,"PW",5,"20240611",13.5064,0.421285090455396,"Within_Range","SO4 checks perc diff out of range",2.8139,0.07937658674189,"Within_Range","",0.0051107173,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"16","TMP","TMP_FW_C3_20240611_15CM_T1","FW","C3","15CM","T1",NA,"PW",5,"20240611",5.1051,0.159235807860262,"Within_Range","SO4 checks perc diff out of range",6.048,0.170606488011283,"Within_Range","",0.010954736,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"17","TMP","TMP_FW_C6_20240611_15CM_T1","FW","C6","15CM","T1",NA,"PW",5,"20240611",4.4799,0.139734872114785,"Within_Range","SO4 checks perc diff out of range",3.0282,0.0854217207334274,"Within_Range","",0.0054979574,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"18","TMP","TMP_SW_B4_20240611_15CM_T1","SW","B4","15CM","T1",NA,"PW",5,"20240611",234.7485,7.3221615720524,"Within_Range","SO4 checks perc diff out of range",1873.5904,52.8516332863188,"Within_Range","",3.3856038528,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"19","TMP","TMP_SW_F6_20240611_15CM_T1","SW","F6","15CM","T1",NA,"PW",5,"20240611",25.1581,0.784719276356831,"Within_Range","SO4 checks perc diff out of range",229.1045,6.46275035260931,"Within_Range","",0.4140178315,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"20","TMP","TMP_FW_I5_20240612_15CM_T2","FW","I5","15CM","T2","AM","PW",5,"20240612",5.893,0.183811603243918,"Within_Range","SO4 checks perc diff out of range",3.6164,0.102014104372355,"Within_Range","",0.0065608348,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"21","TMP","TMP_FW_C6_20240612_15CM_T2","FW","C6","15CM","T2","AM","PW",5,"20240612",6.7982,0.212046163443543,"Within_Range","SO4 checks perc diff out of range",9.2149,0.259940761636107,"Within_Range","",0.0166773243,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
"22","TMP","TMP_FW_H3_20240612_15CM_T2","FW","H3","15CM","T2","AM","PW",5,"20240612",12.438,0.387960074859638,"Within_Range","SO4 checks perc diff out of range",3.0938,0.0872722143864598,"Within_Range","",0.0056164966,"2025-08-14","Check standard 1 is low for SO4, so <80% of Sulfate Check 
  Standards are within range of expected concentration. The peaks look uniform, 
  so I'm not sure why the standard is low. 
  The 1st duplicate has high CV for Cl. 
  ",NA
