Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height	Type
No.	Selected Peak:		min	µg/mL	%	µS*min	µS	
			CD	CD	CD	CD	CD	CD
			IC-SO4	IC-SO4	IC-SO4	IC-SO4	IC-SO4	IC-SO4
1	Lab Blank	Unknown	4.347 	0.0005 	1.32 	0.0006 	0.00 	Rd
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
4	Standard 1	Calibration Standard	4.357 	0.4391 	6.60 	0.5115 	2.29 	 M 
5	Standard 2	Calibration Standard	4.353 	0.9724 	6.67 	1.1327 	5.14 	 M 
6	Standard 3	Calibration Standard	4.350 	1.9875 	7.45 	2.3152 	10.10 	 M 
7	Standard 4	Calibration Standard	4.320 	9.9958 	7.59 	11.6441 	48.07 	 M 
8	Standard 5	Calibration Standard	4.297 	20.0062 	7.68 	23.3052 	89.99 	 M 
9	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
10	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
11	TEMPEST_FW_B4_20230606	Unknown	4.590 	2.2280 	0.87 	2.0763 	11.10 	Rd
12	TEMPEST_FW_C3_20230606	Unknown	4.413 	12.2001 	8.17 	12.9198 	41.62 	 M 
13	TEMPEST_FW_C6_20230606	Unknown	4.523 	0.1956 	0.09 	0.1823 	1.32 	Rd
14	TEMPEST_FW_D5_20230606	Unknown	4.420 	2.7038 	2.01 	2.8633 	16.61 	Rd
15	TEMPEST_FW_F4_20230606	Unknown	4.440 	11.6992 	8.04 	12.3894 	36.77 	 M 
16	TEMPEST_FW_F6_20230606	Unknown	4.593 	0.6646 	0.26 	0.6193 	3.68 	Rd
17	TEMPEST_FW_H3_20230606	Unknown	4.500 	2.6645 	1.15 	2.4831 	14.27 	Rd
18	TEMPEST_FW_H6_20230606	Unknown	4.533 	2.4067 	0.97 	2.2428 	12.58 	Rd
19	TEMPEST_FW_I5_20230606	Unknown	4.380 	12.8534 	8.06 	11.9783 	35.92 	 M 
20	TEMPEST_FW_I5_20230606_spk	Unknown	4.407 	16.5901 	10.03 	15.4606 	47.19 	 M 
21	TEMPEST_SW_B4_20230606	Unknown	4.290 	391.7182 	8.49 	9.1262 	38.64 	 M 
22	TEMPEST_SW_C3_20230606	Unknown	4.307 	370.9801 	8.25 	8.6431 	36.71 	 M 
23	Standard 1	Check Standard	4.333 	0.4697 	6.93 	0.5471 	2.40 	 M 
24	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
25	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
26	TEMPEST_SW_C6_20230606	Unknown	4.340 	110.9942 	6.63 	2.5859 	10.84 	 M 
27	TEMPEST_SW_D5_20230606	Unknown	4.337 	245.8095 	8.19 	5.7269 	24.62 	 M 
