Inj.	Injection Name	Type 	Ret.Time	Amount	Rel.Area 	Area	Height	Type
No.	Selected Peak:		min	µg/mL	%	µS*min	µS	
			CD	CD	CD	CD	CD	CD
			IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl	IC-Cl
1	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
2	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
3	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
4	Standard 1	Calibration Standard	3.387 	5.0734 	93.69 	6.9651 	38.94 	BM 
5	Standard 2	Calibration Standard	3.387 	11.1973 	92.79 	15.3724 	84.50 	 M 
6	Standard 3	Calibration Standard	3.383 	20.3650 	92.74 	27.9584 	152.31 	BM 
7	Standard 4	Calibration Standard	3.380 	100.7824 	92.28 	138.3606 	745.80 	BM 
8	Standard 5	Calibration Standard	3.383 	199.5106 	92.13 	273.9011 	1465.16 	BM 
9	Lab Blank	Unknown	3.390 	0.0234 	100.00 	0.0321 	0.15 	BMB
10	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
11	TEMPEST_C_C6_20230515	Unknown	3.397 	0.0291 	0.01 	0.0008 	0.02 	Rd
12	TEMPEST_C_F6_20230515	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
13	TEMPEST_C_H3_20230518	Unknown	3.393 	0.0737 	0.02 	0.0020 	0.04 	Rd
14	TEMPEST_C_H3_20230515	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
15	TEMPEST_C_H6_20230515	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
16	TEMPEST_C_I5_20230518	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
17	TEMPEST_C_15_20230518_dup	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
18	TEMPEST_C_15_20230518_spk	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
19	TEMPEST_FW_B4_20230515	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
20	TEMPEST_FW_C3_20230515	Unknown	3.380 	69.8885 	15.76 	1.9189 	6.53 	 M 
21	TEMPEST_FW_C6_20230515	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
22	TEMPEST_FW_D5_20230515	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
23	Standard 1	Check Standard	3.400 	5.1064 	93.71 	7.0103 	39.13 	BM 
24	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
25	Lab Blank	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
26	TEMPEST_FW_E3_20230515	Unknown	3.430 	33.8594 	17.10 	10.2615 	30.47 	 M 
27	TEMPEST_FW_F6_20230515	Unknown	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
