"","Sample_ID","Site","Zone","Grid","Depth_cm","Event_Time","Time_of_day","Source","Volume_mL","Collection_Date","Evacuation_Date","NOx_Conc_mgL","NOx_Conc_uM","NOx_Conc_Flag","NOx_QAQC_Flag","NH3_Conc_mgL","NH3_Conc_uM","NH3_Conc_Flag","NH3_QAQC_Flag","PO4_Conc_mgL","PO4_Conc_uM","PO4_Conc_Flag","PO4_QAQC_Flag","Analysis_rundate","Run_notes","Field_notes"
"34","TMP_SW_B4_20260309","Tempest",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.022013,1.57160501759872,"bdl","",0.064559,4.60915133471839,"Within_Range","",0.028551,0.921780182852829,"Within_Range","","05/08/2026","",NA
"35","TMP_SW_C6_20260309","Tempest",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.042601,3.04147300934553,"Within_Range","",0.05097,3.63897277731371,"Within_Range","",0.013627,0.43995301571698,"Within_Range","","05/08/2026","",NA
"36","TMP_SW_D5_20250711","Tempest","SW","D5","15",NA,NA,"PW",14,"20250711",20250708,0.038859,2.77431514917861,"Within_Range","",0.020794,1.48457523899277,"Within_Range","",0.009704,0.313297428965845,"Within_Range","","05/04/2026","",NA
"37","TMP_SW_D5_20250926","Tempest","SW","D5","15",NA,NA,"PW",4,"20250926",20250923,0.021196,1.51327578944362,"bdl","",0.046187,3.29749334247182,"Within_Range","",0.012777,0.41251043383106,"Within_Range","","05/04/2026","",NA
"38","TMP_SW_D5_20250929","Tempest","SW","D5","15",NA,NA,"PW",6,"20250929",20250926,0.01046,0.7467854669551,"bdl","",0.011464,0.818465448678133,"bdl","",0.009348,0.301803829964213,"Within_Range","","05/04/2026","",NA
"39","TMP_SW_D5_20251101","Tempest","SW","D5","15",NA,NA,"PW",5,"20251101",20251029,3.846702,274.63299706569,"Within_Range","",0.030109,2.1496141132458,"Within_Range","",0.005893,0.190257805945561,"Within_Range","","05/04/2026","",NA
"40","TMP_SW_D5_20260309","Tempest",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.473352,33.7946839726702,"Within_Range","",0.063488,4.53268792792021,"Within_Range","",0.01783,0.575648511795241,"Within_Range","","05/08/2026","",NA
"41","TMP_SW_E3_20250711","Tempest","SW","E3","15",NA,NA,"PW",8,"20250711",20250708,0.026767,1.91101401472153,"Within_Range","",0.032361,2.31039431129388,"Within_Range","",0.015319,0.494579896365188,"Within_Range","","05/04/2026","",NA
"42","TMP_SW_F6_20250711","Tempest","SW","F6","15",NA,NA,"PW",8,"20250711",20250708,0.024409,1.74266600983815,"bdl","",0.042969,3.06774615005676,"Within_Range","",0.021832,0.704854644392244,"Within_Range","","05/04/2026","",NA
"43","TMP_SW_F6_20260309","Tempest",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.030072,2.14697252029386,"Within_Range","",0.051638,3.68666423925693,"Within_Range","",0.013753,0.444020974914187,"Within_Range","","05/08/2026","",NA
"44","TMP_SW_H3_20250711","Tempest","SW","H3","15",NA,NA,"PW",8,"20250711",20250708,0.013434,0.959112424768147,"bdl","",0.052774,3.76776828232203,"Within_Range","",0.03593,1.16001407901307,"Within_Range","","05/04/2026","",NA
"45","TMP_SW_H3_20250929","Tempest","SW","H3","15",NA,NA,"PW",8,"20250929",20250926,0.023414,1.67162857775208,"bdl","",0.038855,2.77402957156218,"Within_Range","",0.009353,0.301965256916483,"Within_Range","","05/04/2026","",NA
"46","TMP_SW_H6_20250711","Tempest","SW","H6","15",NA,NA,"PW",8,"20250711",20250708,0.016349,1.1672271127389,"bdl","",0.094865,6.77283014557319,"Within_Range","",0.056871,1.83610244051078,"Within_Range","","05/04/2026","",NA
"47","TMP_SW_H6_20250926","Tempest","SW","H6","15",NA,NA,"PW",14,"20250926",20250923,0.032901,2.34894728951145,"Within_Range","",0.034138,2.43726216739132,"Within_Range","",0.02402,0.775495078705648,"Within_Range","","05/04/2026","",NA
"48","TMP_SW_H6_20251101","Tempest","SW","H6","15",NA,NA,"PW",8,"20251101",20251029,0.04633,3.30770274225906,"Within_Range","",0.043097,3.0768846337824,"Within_Range","",0.015911,0.51369284751397,"Within_Range","","05/04/2026","",NA
"49","TMP_SW_H6_20260309","Tempest",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.822186,58.6994795347941,"Within_Range","",0.064129,4.57845174095254,"Within_Range","",0.011401,0.368085736566323,"Within_Range","","05/08/2026","",NA
"50","TMP_SW_I5_20250711","Tempest","SW","I5","15",NA,NA,"PW",8,"20250711",20250708,0.035703,2.54899440981816,"Within_Range","",0.26407,18.8531202924315,"Within_Range","",0.070727,2.28344881064173,"Within_Range","","05/04/2026","",NA
"51","TMP_SW_I5_20260309","Tempest",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.026708,1.90680174487924,"Within_Range","",0.058028,4.14287448149814,"Within_Range","",0.041415,1.33709944565339,"Within_Range","","05/08/2026","",NA
"52","TMP_Source_Est_20240611_HT","Tempest",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.053805,3.84137591295594,"Within_Range","",0.025524,1.82227077041701,"Within_Range","",0.01546,0.499132136419205,"Within_Range","","05/08/2026","",NA
"53","TMP_Source_Est_20240611_LT","Tempest",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015926,1.13702727980181,"bdl","",0.029358,2.09599691576174,"Within_Range","",0.020641,0.666402744361502,"Within_Range","","05/08/2026","",NA
"54","TMP_Source_Est_20240612_HT","Tempest",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"bdl","",0.010659,0.760992953372315,"bdl","",0.018448,0.595600883095828,"Within_Range","","05/08/2026","",NA
"55","TMP_Source_Est_20240612_LT","Tempest",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014627,1.04428594886733,"bdl","",0.022356,1.59609329820729,"Within_Range","",0.026955,0.870252699688207,"Within_Range","","05/08/2026","",NA
"56","TMP_Source_Est_20240613_HT","Tempest",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002399,0.171275175451748,"bdl","",0.023482,1.67648339723132,"Within_Range","",0.017744,0.572871968216195,"Within_Range","","05/08/2026","",NA
"57","TMP_Source_Est_20240613_LT","Tempest",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.012611,0.90035483018841,"bdl","",0.037534,2.67971756373735,"Within_Range","",0.03193,1.03087251719697,"Within_Range","","05/08/2026","",NA
"58","TMP_Source_FW_20240611_AN","Tempest",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00688,0.49119350025345,"bdl","",0.00749,0.53474408675848,"bdl","",0.023865,0.770490843185274,"Within_Range","","05/08/2026","",NA
"59","TMP_Source_FW_20240611_MD","Tempest",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00928,0.662540070109305,"bdl","",0.007657,0.546666952244283,"bdl","",0.025003,0.807231617521953,"Within_Range","","05/08/2026","",NA
"60","TMP_Source_FW_20240611_MN","Tempest",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.067171,4.79563351824484,"Within_Range","",0.002384,0.170204259390149,"bdl","",0.017356,0.560345236720034,"Within_Range","","05/08/2026","",NA
"61","TMP_Source_FW_20240612_AN","Tempest",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.021063,1.50378033369744,"bdl","",0.006686,0.477342985856769,"bdl","",0.020726,0.669147002550094,"Within_Range","","05/08/2026","",NA
"62","TMP_Source_FW_20240612_MD","Tempest",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03614,2.58019376441275,"Within_Range","",0.017088,1.21998757737369,"bdl","",0.023412,0.755865561309601,"Within_Range","","05/08/2026","",NA
"63","TMP_Source_FW_20240612_MN","Tempest",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.040993,2.9266708075421,"Within_Range","",0.008759,0.625343585569763,"bdl","",0.020143,0.650324619915398,"Within_Range","","05/08/2026","",NA
"64","TMP_Source_FW_20240613_AN","Tempest",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02408,1.71917725088708,"bdl","",0.009378,0.669536721711752,"bdl","",0.02558,0.825860287813925,"Within_Range","","05/08/2026","",NA
"65","TMP_Source_FW_20240613_MD","Tempest",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.031948,2.28090842239785,"Within_Range","",0.01271,0.907422876194964,"bdl","",0.024973,0.806263055808332,"Within_Range","","05/08/2026","",NA
"66","TMP_Source_FW_20240613_MN","Tempest",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.029564,2.1107041630077,"Within_Range","",0.017725,1.26546581278959,"bdl","",0.021805,0.703982938849985,"Within_Range","","05/08/2026","",NA
"67","TMP_Source_SW_20240611_AN","Tempest",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.015876,1.13345755959648,"bdl","",0.013926,0.994238471588597,"bdl","",0.036241,1.17005483544427,"Within_Range","","05/08/2026","",NA
"68","TMP_Source_SW_20240611_MD","Tempest",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.013798,0.985099987862951,"bdl","",0.023395,1.67027208407405,"Within_Range","",0.030641,0.989256648901738,"Within_Range","","05/08/2026","",NA
"69","TMP_Source_SW_20240611_MN","Tempest",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.014814,1.05763670243526,"bdl","",0.015245,1.08840769060521,"bdl","",0.02642,0.852980015795304,"Within_Range","","05/08/2026","",NA
"70","TMP_Source_SW_20240612_AN","Tempest",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01581,1.12874552892544,"bdl","",0.036248,2.58790436005626,"Within_Range","",0.014289,0.461325944197544,"Within_Range","","05/08/2026","",NA
"71","TMP_Source_SW_20240612_MD","Tempest",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.002631,0.187838677204481,"bdl","",0.019183,1.36955885397703,"bdl","",0.031444,1.01518181743632,"Within_Range","","05/08/2026","",NA
"72","TMP_Source_SW_20240612_MN","Tempest",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.034783,2.48331155804008,"Within_Range","",0.029239,2.08750098167306,"Within_Range","",0.024325,0.785342122794125,"Within_Range","","05/08/2026","",NA
"73","TMP_Source_SW_20240613_AN","Tempest",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"bdl","",0.029569,2.11106113502824,"Within_Range","",0.034097,1.10083495831084,"Within_Range","","05/08/2026","",NA
"74","TMP_Source_SW_20240613_MD","Tempest",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000206,0.0147072472459609,"bdl","",0.020934,1.49457045556769,"Within_Range","",0.028674,0.925751285878674,"Within_Range","","05/08/2026","",NA
"75","TMP_Source_SW_20240613_MN","Tempest",NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,"bdl","",0.024352,1.73859652880407,"Within_Range","",0.02452,0.791637773932659,"Within_Range","","05/08/2026","",NA
