"","Sample_ID","Site","Plot","Grid","Depth_cm","Event_Time","Time_of_day","Source","Volume_mL","Collection_Date","Evacuation_Date","Collection_Start_Time_24hrs","Collection_End_Time_24hrs","Deployment_Date","Deployment_Time_24hrs","Collection_Time_24hrs","NOx_Conc_mgL","NOx_Conc_uM","NOx_Conc_Flag","NOx_QAQC_Flag","NH3_Conc_mgL","NH3_Conc_uM","NH3_Conc_Flag","NH3_QAQC_Flag","PO4_Conc_mgL","PO4_Conc_uM","PO4_Conc_Flag","PO4_QAQC_Flag","Analysis_rundate","Run_notes","Field_notes"
"11","TMP_FW_C6_20240426_15cm","TEMPEST","FW","C6",15,NA,NA,"PW",6,20240426,20240423,1008,1319,NA,NA,NA,0.0567,4.04806271284457,"Within_Range",NA,0.017752,1.26739346170047,"bdl",NA,0.020799,0.671503836053238,"Within_Range",NA,"02/09/2026",NA,NA
"12","TMP_FW_C6_20240607_15cm","TEMPEST","FW","C6",15,NA,NA,"PW",8,20240607,20240604,1251,1434,NA,NA,NA,0.022592,1.61294237757645,"bdl",NA,0.045175,3.22524220551593,"Within_Range",NA,0.018757,0.605577068746121,"Within_Range",NA,"02/13/2026",NA,NA
"13","TMP_FW_C6_20240617_15cm","TEMPEST","FW","C6",15,NA,NA,"PW",8,20240617,20240614,1455,1024,NA,NA,NA,0.006061,0.43272148329014,"bdl",NA,0.013289,0.948760236172689,"bdl",NA,0.013142,0.424294601346779,"Within_Range",NA,"02/13/2026",NA,NA
"14","TMP_FW_C6_T0_20240610_15cm","TEMPEST","FW","C6",15,"T0",NA,"PW",6,20240610,20240607,1434,1349,NA,NA,NA,0.031675,2.26141775007675,"Within_Range",NA,0.035898,2.56291631861895,"Within_Range",NA,0.017438,0.562992638737264,"Within_Range",NA,"02/09/2026",NA,NA
"15","TMP_FW_C6_T1_20240611_15cm","TEMPEST","FW","C6",15,"T1",NA,"PW",8,20240611,20240610,1349,1400,NA,NA,NA,0.02707,1.93264651916583,"Within_Range",NA,0.016823,1.20106806028543,"bdl",NA,0.012069,0.389652377389611,"Within_Range",NA,"02/09/2026",NA,NA
"16","TMP_FW_C6_T3_20240612_15cm","TEMPEST","FW","C6",15,"T3","PM","PW",8,20240612,20240612,901,1603,NA,NA,NA,0.007728,0.551735954935852,"bdl",NA,0.007047,0.503116365739253,"bdl",NA,0.012848,0.414802696553296,"Within_Range",NA,"02/13/2026",NA,NA
"17","TMP_FW_C6_T4_20240613_15cm","TEMPEST","FW","C6",15,"T4","AM","PW",8,20240613,20240612,1603,943,NA,NA,NA,0.008305,0.592930526105364,"bdl",NA,0.014405,1.02843639115566,"bdl",NA,0.008397,0.271100423642436,"Within_Range",NA,"02/09/2026",NA,NA
"18","TMP_FW_C6_T5_20240613_15cm","TEMPEST","FW","C6",15,"T5","PM","PW",8,20240613,20240613,943,1537,NA,NA,NA,0.022381,1.59787815830995,"bdl",NA,0.009534,0.680674248752383,"bdl",NA,0.012236,0.395044037595433,"Within_Range",NA,"02/09/2026",NA,NA
"19","TMP_FW_C6_T6_20240614_15cm","TEMPEST","FW","C6",15,"T6",NA,"PW",8,20240614,20240613,1537,1455,NA,NA,NA,0.015846,1.13131572747328,"bdl",NA,0.011925,0.851378268971278,"bdl",NA,0.012687,0.409604748690198,"Within_Range",NA,"02/13/2026",NA,NA
"20","TMP_FW_D5_20240617_15cm","TEMPEST","FW","D5",15,NA,NA,"PW",NA,20240617,20240614,1434,1015,NA,NA,NA,0.005199,0.371179506950245,"bdl",NA,0.013785,0.984171860609565,"bdl",NA,0.003702,0.119520515460795,"Within_Range",NA,"02/13/2026",NA,"112 mL extracted but no volumes filled in on field sheet; AES to check"
"21","TMP_FW_D5_T1_20240611_15cm","TEMPEST","FW","D5",15,"T1",NA,"PW",8,20240611,20240610,1403,1330,NA,NA,NA,0.015477,1.10497119235794,"bdl",NA,0.009305,0.66432493021197,"bdl",NA,0.003454,0.111513738628198,"Within_Range",NA,"02/09/2026",NA,NA
"22","TMP_FW_D5_T2_20240612_15cm","TEMPEST","FW","D5",15,"T2","AM","PW",8,20240612,20240611,1330,843,NA,NA,NA,0.01053,0.751783075242562,"bdl",NA,0.010386,0.741502281051211,"bdl",NA,0.002535,0.0818434648009499,"bdl",NA,"02/09/2026",NA,NA
"23","TMP_FW_D5_T3_20240612_15cm","TEMPEST","FW","D5",15,"T3","PM","PW",8,20240612,20240612,843,1548,NA,NA,NA,0,0,"bdl",NA,0.008956,0.639408283178764,"bdl",NA,0.003436,0.110932601600025,"Within_Range",NA,"02/13/2026",NA,NA
"24","TMP_FW_D5_T4_20240613_15cm","TEMPEST","FW","D5",15,"T4","AM","PW",8,20240613,20240612,1548,957,NA,NA,NA,0.016186,1.15558982486953,"bdl",NA,0.013932,0.994666838013237,"bdl",NA,0.002796,0.0902699517094501,"bdl",NA,"02/09/2026",NA,NA
"25","TMP_FW_D5_T5_20240613_15cm","TEMPEST","FW","D5",15,"T5","PM","PW",8,20240613,20240613,957,1612,NA,NA,NA,0.015841,1.13095875545275,"bdl",NA,0.011948,0.85302034026573,"bdl",NA,0.003284,0.106025222251014,"Within_Range",NA,"02/09/2026",NA,NA
"26","TMP_FW_D5_T6_20240614_15cm","TEMPEST","FW","D5",15,"T6",NA,"PW",8,20240614,20240613,1612,1424,NA,NA,NA,0.007289,0.520393811533052,"bdl",NA,0.01067,0.761778291817487,"bdl",NA,0.003199,0.103280964062422,"Within_Range",NA,"02/13/2026",NA,NA
"27","TMP_FW_E3_T2_20240612_15cm","TEMPEST","FW","E3",15,"T2","AM","PW",6,20240612,20240611,1340,831,NA,NA,NA,0.029622,2.11484503844589,"Within_Range",NA,0.019348,1.38133893065462,"bdl",NA,0.005963,0.192517783277343,"Within_Range",NA,"02/09/2026",NA,NA
"28","TMP_FW_E3_T3_20240612_15cm","TEMPEST","FW","E3",15,"T3","PM","PW",6,20240612,20240612,831,1542,NA,NA,NA,0.015001,1.0709874560032,"bdl",NA,0.016086,1.14845038445887,"bdl",NA,0.00595,0.192098073201441,"Within_Range",NA,"02/13/2026",NA,NA
"29","TMP_FW_E3_T4_20240613_15cm","TEMPEST","FW","E3",15,"T4","AM","PW",8,20240613,20240612,1542,902,NA,NA,NA,0.066136,4.7217403099945,"Within_Range",NA,0.018854,1.34607009502595,"bdl",NA,0.003209,0.103603817966962,"Within_Range",NA,"02/09/2026",NA,NA
"30","TMP_FW_F4_20240617_15cm","TEMPEST","FW","F4",15,NA,NA,"PW",8,20240617,20240614,1535,958,NA,NA,NA,0.008046,0.574439375441753,"bdl",NA,0.015188,1.08433820957113,"bdl",NA,0.0044,0.142055717997704,"Within_Range",NA,"02/13/2026",NA,NA
"31","TMP_FW_F4_T1_20240611_15cm","TEMPEST","FW","F4",15,"T1",NA,"PW",8,20240611,20240610,1419,1343,NA,NA,NA,0.017385,1.24119171539335,"bdl",NA,0.005598,0.399665874188781,"bdl",NA,0.004668,0.150708202639382,"Within_Range",NA,"02/09/2026",NA,NA
"32","TMP_FW_F4_T2_20240612_15cm","TEMPEST","FW","F4",15,"T2","AM","PW",8,20240612,20240611,1343,947,NA,NA,NA,0.010164,0.725652723339545,"bdl",NA,0.009569,0.683173052896114,"bdl",NA,0.004218,0.136179776935072,"Within_Range",NA,"02/09/2026",NA,NA
"33","TMP_FW_F4_T3_20240612_15cm","TEMPEST","FW","F4",15,"T3","PM","PW",8,20240612,20240612,947,1531,NA,NA,NA,0.003005,0.214540184340351,"bdl",NA,0.006401,0.456995580686386,"bdl",NA,0.025628,0.827409986555718,"Within_Range",NA,"02/13/2026",NA,NA
"34","TMP_FW_F4_T4_20240613_15cm","TEMPEST","FW","F4",15,"T4","AM","PW",8,20240613,20240612,1531,846,NA,NA,NA,0.010803,0.771273747563666,"bdl",NA,0.012325,0.87993603061392,"bdl",NA,0.003767,0.121619065840307,"Within_Range",NA,"02/09/2026",NA,NA
"35","TMP_FW_F4_T5_20240613_15cm","TEMPEST","FW","F4",15,"T5","PM","PW",8,20240613,20240613,846,1506,NA,NA,NA,0.010214,0.729222443544875,"bdl",NA,0.012158,0.868013165128117,"bdl",NA,0.004453,0.143766843691767,"Within_Range",NA,"02/09/2026",NA,NA
"36","TMP_FW_F4_T6_20240614_15cm","TEMPEST","FW","F4",15,"T6",NA,"PW",8,20240614,20240613,1506,1535,NA,NA,NA,0.00722,0.515467597649696,"bdl",NA,0.009093,0.64918931654137,"bdl",NA,0.004781,0.154356451760687,"Within_Range",NA,"02/13/2026",NA,NA
"37","TMP_FW_F6_T5_20240613_15cm","TEMPEST","FW","F6",15,"T5","PM","PW",6,20240613,20240613,806,1516,NA,NA,NA,0.016486,1.17700814610151,"bdl",NA,0.023884,1.70518394768218,"Within_Range",NA,0.006069,0.195940034665469,"Within_Range",NA,"02/09/2026",NA,NA
"38","TMP_FW_H3_T2_20240612_15cm","TEMPEST","FW","H3",15,"T2","AM","PW",8,20240612,20240611,1325,1005,NA,NA,NA,0.026255,1.87446007981894,"Within_Range",NA,0.012847,0.917203909557569,"bdl",NA,0.002242,0.072383845397921,"bdl",NA,"02/09/2026",NA,NA
"39","TMP_FW_H3_T3_20240612_15cm","TEMPEST","FW","H3",15,"T3","PM","PW",8,20240612,20240612,1005,1523,NA,NA,NA,0.005344,0.381531695545703,"bdl",NA,0.006664,0.475772308966423,"bdl",NA,0.002457,0.0793252043455361,"bdl",NA,"02/13/2026",NA,NA
"40","TMP_FW_H3_T4_20240613_15cm","TEMPEST","FW","H3",15,"T4","AM","PW",6,20240613,20240612,1523,834,NA,NA,NA,0.007361,0.525534208628728,"bdl",NA,0.014508,1.03579001477864,"bdl",NA,0.001872,0.0604382509299322,"bdl",NA,"02/09/2026",NA,NA
"41","TMP_FW_H3_T5_20240613_15cm","TEMPEST","FW","H3",15,"T5","PM","PW",6,20240613,20240613,834,1456,NA,NA,NA,0.014243,1.01687049769039,"bdl",NA,0.011623,0.829817158931083,"bdl",NA,0.002275,0.0734492632829038,"bdl",NA,"02/09/2026",NA,NA
"42","TMP_FW_H3_T6_20240614_15cm","TEMPEST","FW","H3",15,"T6",NA,"PW",8,20240614,20240613,1456,1546,NA,NA,NA,0.007698,0.549594122812654,"bdl",NA,0.014026,1.00137791199926,"bdl",NA,0.003135,0.101214699073364,"Within_Range",NA,"02/13/2026",NA,NA
"43","TMP_FW_H6_T3_20240612_15cm","TEMPEST","FW","H6",15,"T3","PM","PW",6,20240612,20240612,922,1512,NA,NA,NA,0.032122,2.2933310487124,"Within_Range",NA,0.010969,0.783125218645363,"bdl",NA,0.004841,0.156293575187928,"Within_Range",NA,"02/13/2026",NA,NA
"44","TMP_FW_H6_T4_20240613_15cm","TEMPEST","FW","H6",15,"T4","AM","PW",8,20240613,20240612,1512,815,NA,NA,NA,0.022758,1.62479384865814,"bdl",NA,0.030953,2.20987099031178,"Within_Range",NA,0.003233,0.104378667337858,"Within_Range",NA,"02/09/2026",NA,NA
"45","TMP_FW_H6_T5_20240613_15cm","TEMPEST","FW","H6",15,"T5","PM","PW",8,20240613,20240613,815,1524,NA,NA,NA,0.039188,2.79780390812968,"Within_Range",NA,0.013536,0.96639465398702,"bdl",NA,0.004295,0.138665752000032,"Within_Range",NA,"02/09/2026",NA,NA
"46","TMP_FW_H6_T6_20240614_15cm","TEMPEST","FW","H6",15,"T6",NA,"PW",6,20240614,20240613,1524,1422,NA,NA,NA,0.020907,1.49264280665681,"bdl",NA,0.067907,4.8481797996673,"Within_Range",NA,0.037088,1.19740056115883,"Within_Range",NA,"02/13/2026",NA,NA
"47","TMP_FW_I5_20240607_15cm","TEMPEST","FW","I5",15,NA,NA,"PW",8,20240607,20240604,1215,1503,NA,NA,NA,0.005736,0.409518301955493,"bdl",NA,0.015506,1.10704163007703,"bdl",NA,0.004847,0.156487287530653,"Within_Range",NA,"02/13/2026",NA,NA
"48","TMP_FW_I5_20240617_15cm","TEMPEST","FW","I5",15,NA,NA,"PW",8,20240617,20240614,1342,936,NA,NA,NA,0.00973,0.694667551957278,"bdl",NA,0.1476,10.5378140461351,"Within_Range",NA,0.006813,0.219960365163263,"Within_Range",NA,"02/13/2026",NA,NA
"49","TMP_FW_I5_T0_20240610_15cm","TEMPEST","FW","I5",15,"T0",NA,"PW",8,20240610,20240607,1503,1445,NA,NA,NA,0.014872,1.06177757787345,"bdl",NA,0.010161,0.725438540127225,"bdl",NA,0.003933,0.126978440655675,"Within_Range",NA,"02/09/2026",NA,NA
"50","TMP_FW_I5_T1_20240611_15cm","TEMPEST","FW","I5",15,"T1",NA,"PW",8,20240611,20240610,1445,1307,NA,NA,NA,0.030915,2.20715800295573,"Within_Range",NA,0.075251,5.37250030342622,"Within_Range",NA,0.002484,0.0801969098877947,"bdl",NA,"02/09/2026",NA,NA
"51","TMP_FW_I5_T2_20240612_15cm","TEMPEST","FW","I5",15,"T2","AM","PW",8,20240612,20240611,1307,931,NA,NA,NA,0.014757,1.05356722140119,"bdl",NA,0.013206,0.94283450063184,"bdl",NA,0.003015,0.0973404522188813,"Within_Range",NA,"02/09/2026",NA,NA
"52","TMP_FW_I5_T3_20240612_15cm","TEMPEST","FW","I5",15,"T3","PM","PW",8,20240612,20240612,931,1500,NA,NA,NA,0.187981,13.4207914783639,"Within_Range",NA,0.024698,1.76329899262496,"Within_Range",NA,0.004419,0.14266914041633,"Within_Range",NA,"02/13/2026",NA,NA
"53","TMP_FW_I5_T4_20240613_15cm","TEMPEST","FW","I5",15,"T4","AM","PW",8,20240613,20240612,1500,822,NA,NA,NA,0.015964,1.13974026715786,"bdl",NA,0.010936,0.780769203309845,"bdl",NA,0.002816,0.0909156595185305,"bdl",NA,"02/09/2026",NA,NA
"54","TMP_FW_I5_T5_20240613_15cm","TEMPEST","FW","I5",15,"T5","PM","PW",8,20240613,20240613,822,1442,NA,NA,NA,0.020687,1.47693603775336,"bdl",NA,0.061027,4.35698629941385,"Within_Range",NA,0.002926,0.0944670524684732,"bdl",NA,"02/09/2026",NA,NA
"55","TMP_FW_I5_T6_20240614_15cm","TEMPEST","FW","I5",15,"T6",NA,"PW",8,20240614,20240613,1442,1342,NA,NA,NA,0.005325,0.380175201867678,"bdl",NA,0.026124,1.86510741288098,"Within_Range",NA,0.004567,0.147447378203526,"Within_Range",NA,"02/13/2026",NA,NA
"56","TMP_SW_B4_20240617_15cm","TEMPEST","SW","B4",15,NA,NA,"PW",8,20240617,20240614,1506,1112,NA,NA,NA,0.000346,0.0247024638208857,"bdl",NA,0.106912,7.63291853184547,"Within_Range",NA,0.020573,0.664207337810628,"Within_Range",NA,"02/13/2026",NA,NA
"57","TMP_SW_B4_T1_20240611_15cm","TEMPEST","SW","B4",15,"T1",NA,"PW",6,20240611,20240610,1305,1400,NA,NA,NA,0.017498,1.24925928305739,"bdl",NA,0.626225,44.7089607116594,"Within_Range",NA,0.024531,0.791992913227654,"Within_Range",NA,"02/09/2026",NA,NA
"58","TMP_SW_B4_T2_20240612_15cm","TEMPEST","SW","B4",15,"T2","AM","PW",8,20240612,20240611,1400,920,NA,NA,NA,0.014111,1.00744643634832,"bdl",NA,0.378486,27.0217824326929,"Within_Range",NA,0.012939,0.417740667084612,"Within_Range",NA,"02/09/2026",NA,NA
"59","TMP_SW_B4_T3_20240612_15cm","TEMPEST","SW","B4",15,"T3","PM","PW",8,20240612,20240612,920,1622,NA,NA,NA,0.008943,0.638480155925378,"bdl",NA,0.197777,14.1201710609922,"Within_Range",NA,0.004039,0.130400692043801,"Within_Range",NA,"02/13/2026",NA,"clear"
"60","TMP_SW_B4_T4_20240613_15cm","TEMPEST","SW","B4",15,"T4","AM","PW",8,20240613,20240612,1622,937,NA,NA,NA,0.010452,0.746214311722247,"bdl",NA,0.091048,6.50031770509827,"Within_Range",NA,0.004468,0.144251124548578,"Within_Range",NA,"02/13/2026",NA,"clear"
"61","TMP_SW_B4_T5_20240613_15cm","TEMPEST","SW","B4",15,"T5","PM","PW",8,20240613,20240613,937,1544,NA,NA,NA,0.015186,1.08419542076292,"bdl",NA,0.089368,6.38037510619918,"Within_Range",NA,0.013493,0.435626773396141,"Within_Range",NA,"02/09/2026",NA,NA
"62","TMP_SW_B4_T6_20240614_15cm","TEMPEST","SW","B4",15,"T6",NA,"PW",8,20240614,20240613,1544,1506,NA,NA,NA,0.001204,0.0859588625443538,"bdl",NA,0.082775,5.90967179992432,"Within_Range",NA,0.002858,0.0922716459175995,"bdl",NA,"02/13/2026",NA,NA
"63","TMP_SW_C3_20240617_15cm","TEMPEST","SW","C3",15,NA,NA,"PW",8,20240617,20240614,1443,1124,NA,NA,NA,0.00843,0.60185482661869,"bdl",NA,0.027092,1.93421719605617,"Within_Range",NA,0.002762,0.0891722484340133,"bdl",NA,"02/13/2026",NA,NA
"64","TMP_SW_C3_T2_20240612_15cm","TEMPEST","SW","C3",15,"T2","AM","PW",8,20240612,20240611,1427,931,NA,NA,NA,0.018737,1.33771694974548,"bdl",NA,0.038676,2.7612499732271,"Within_Range",NA,0.003918,0.126494159798865,"Within_Range",NA,"02/09/2026",NA,NA
"65","TMP_SW_C3_T3_20240612_15cm","TEMPEST","SW","C3",15,"T3","PM","PW",8,20240612,20240612,931,1540,NA,NA,NA,0.009928,0.708803643970386,"bdl",NA,0.017387,1.24133450420156,"bdl",NA,0.00227,0.0732878363306337,"bdl",NA,"02/13/2026",NA,"clear"
"66","TMP_SW_C3_T4_20240613_15cm","TEMPEST","SW","C3",15,"T4","AM","PW",8,20240613,20240612,1540,916,NA,NA,NA,0.006275,0.447999885768953,"bdl",NA,0.011191,0.798974776357029,"bdl",NA,0.002136,0.0689615940097945,"bdl",NA,"02/13/2026",NA,"clear"
"67","TMP_SW_C3_T5_20240613_15cm","TEMPEST","SW","C3",15,"T5","PM","PW",8,20240613,20240613,916,1557,NA,NA,NA,0.016001,1.1423818601098,"bdl",NA,0.017961,1.28231489215875,"bdl",NA,0.00238,0.0768392292805763,"bdl",NA,"02/09/2026",NA,NA
"68","TMP_SW_C3_T6_20240614_15cm","TEMPEST","SW","C3",15,"T6",NA,"PW",8,20240614,20240613,1557,1443,NA,NA,NA,0.004033,0.287933631761943,"bdl",NA,0.013939,0.995166598841983,"bdl",NA,0.005983,0.193163491086423,"bdl",NA,"02/13/2026",NA,NA
"69","TMP_SW_D5_T2_20240612_15cm","TEMPEST","SW","D5",15,"T2","AM","PW",6,20240612,20240611,1351,905,NA,NA,NA,0.022901,1.63500324844539,"bdl",NA,0.044721,3.19282914605153,"Within_Range",NA,0.004128,0.13327409179421,"Within_Range",NA,"02/09/2026",NA,NA
"70","TMP_SW_D5_T5_20240613_15cm","TEMPEST","SW","D5",15,"T5","PM","PW",6,20240613,20240613,900,1529,NA,NA,NA,0.016504,1.17829324537543,"bdl",NA,0.028101,2.00625414979974,"Within_Range",NA,0.00183,0.0590822645308633,"bdl",NA,"02/09/2026",NA,NA
"71","TMP_SW_D5_T6_20240614_15cm","TEMPEST","SW","D5",15,"T6",NA,"PW",6,20240614,20240613,1529,1453,NA,NA,NA,0.011176,0.79790386029543,"bdl",NA,0.024405,1.74238043222172,"Within_Range",NA,0.002498,0.080648905354151,"bdl",NA,"02/13/2026",NA,NA
"72","TMP_SW_E3_T4_20240613_15cm","TEMPEST","SW","E3",15,"T4","AM","PW",7,20240613,20240612,1530,908,NA,NA,NA,0.022045,1.57388963853013,"bdl",NA,0.031715,2.26427352624101,"Within_Range",NA,0.002296,0.0741272564824383,"bdl",NA,"02/13/2026",NA,"clear"
"73","TMP_SW_F6_20240617_15cm","TEMPEST","SW","F6",15,NA,NA,"PW",8,20240617,20240614,1420,1040,NA,NA,NA,0.017438,1.244975618811,"bdl",NA,0.304038,21.7066118357643,"Within_Range",NA,0.001893,0.0611162441294667,"bdl",NA,"02/13/2026",NA,NA
"74","TMP_SW_F6_T2_20240612_15cm","TEMPEST","SW","F6",15,"T2","AM","PW",6,20240612,20240611,1337,842,NA,NA,NA,0.030804,2.19923322409989,"Within_Range",NA,0.021835,1.55889681366774,"Within_Range",NA,0.004414,0.14250771346406,"Within_Range",NA,"02/13/2026",NA,NA
"75","TMP_SW_F6_T4_20240613_15cm","TEMPEST","SW","F6",15,"T4","AM","PW",8,20240613,20240612,1607,848,NA,NA,NA,0.009367,0.66875138326658,"bdl",NA,0.010237,0.730864514839327,"bdl",NA,0.00153,0.0493966473946562,"bdl",NA,"02/13/2026",NA,"clear"
"76","TMP_SW_F6_T6_20240614_15cm","TEMPEST","SW","F6",15,"T6",NA,"PW",8,20240614,20240613,1519,1420,NA,NA,NA,0.004617,0.3296279637602,"bdl",NA,0.015622,1.1153233809534,"bdl",NA,0.001473,0.0475563801387768,"bdl",NA,"02/13/2026",NA,NA
"77","TMP_SW_H3_T5_20240613_15cm","TEMPEST","SW","H3",15,"T5","PM","PW",6,20240613,20240613,833,1501,NA,NA,NA,0.034437,2.4586090942192,"Within_Range",NA,0.089235,6.370879650453,"Within_Range",NA,0.002218,0.0716089960270244,"bdl",NA,"02/09/2026",NA,NA
"78","TMP_SW_H6_T3_20240612_15cm","TEMPEST","SW","H6",15,"T3","PM","PW",6,20240612,20240612,803,1500,NA,NA,NA,0.024882,1.77643556298057,"bdl",NA,0.064609,4.61272105492371,"Within_Range",NA,0.004087,0.131950390785595,"Within_Range",NA,"02/13/2026",NA,"clear"
"79","TMP_C_C3_20241213_15cm","TEMPEST","C","C3",15,NA,NA,"PW",6.5,20241213,20241210,1437,1445,NA,NA,NA,0.001067,0.0761778291817487,"bdl",NA,0.005249,0.374749227155576,"bdl",NA,0.013033,0.42077549378729,"Within_Range","Performance Check NOT Within 25% - REASSESS","04/16/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk",NA
"80","TMP_C_C6_20241213_15cm","TEMPEST","C","C6",15,NA,NA,"PW",8,20241213,20241210,1444,1412,NA,NA,NA,0.016328,1.16572783025266,"bdl",NA,0.348848,24.9057950837813,"Within_Range",NA,0.04295,1.38665752000032,"Within_Range","Performance Check NOT Within 25% - REASSESS","04/16/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk",NA
"81","TMP_C_D5_20241213_15cm","TEMPEST","C","D5",15,NA,NA,"PW",8,20241213,20241210,1448,1430,NA,NA,NA,NA,NA,NA,NA,0.007408,0.528889745621738,"bdl",NA,0.023926,0.77246025200297,"Within_Range","","04/17/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk",NA
"82","TMP_C_F4_20241003_15cm","TEMPEST","C","F4",15,NA,NA,"PW",6.5,20241003,20240930,1117,1458,NA,NA,NA,0.006121,0.437005147536536,"bdl",NA,0.067048,4.78685200653973,"Within_Range",NA,0.006161,0.19891029058724,"Within_Range","Performance Check NOT Within 25% - REASSESS","04/16/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk",NA
"83","TMP_C_F6_20241213_15cm","TEMPEST","C","F6",15,NA,NA,"PW",9,20241213,20241210,1425,1515,NA,NA,NA,NA,NA,NA,NA,0.017453,1.2460465348726,"bdl",NA,0.074597,2.4083932716988,"Within_Range","","04/17/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk",NA
"84","TMP_C_I5_20241003_15cm","TEMPEST","C","I5",15,NA,NA,"PW",8,20241003,20240930,1108,1452,NA,NA,NA,0.005428,0.387528825490658,"bdl",NA,0.106886,7.6310622773387,"Within_Range",NA,0.002947,0.0951450456680076,"bdl","Performance Check NOT Within 25% - REASSESS","04/16/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk",NA
"85","TMP_C_I5_20241213_15cm","TEMPEST","C","I5",15,NA,NA,"PW",8,20241213,20241210,1418,1515,NA,NA,NA,NA,NA,NA,NA,0.000633,0.0451926577994817,"bdl",NA,0.004384,0.14153915175044,"Within_Range","","04/17/2026","Run 3 needed samples reran because volume was low for NH4 and PO4, 0416 end of run had low volume for PE_Chk",NA
