Site,plot,grid,pH,collection_temp_C,datetime,tz,evacuation_date,flag
TEMPEST,Freshwater,C6,7.1,11.2,2025-02-04T18:58:00Z,EST,2025-01-31,NA
TEMPEST,Freshwater,F4,6.39,10.8,2025-02-04T19:44:00Z,EST,2025-01-31,NA
TEMPEST,Freshwater,H3,5.9,10.1,2025-02-04T19:54:00Z,EST,2025-01-31,NA
TEMPEST,Freshwater,H6,6.63,10,2025-02-04T20:12:00Z,EST,2025-01-31,NA
TEMPEST,Freshwater,B4,6.51,10,2025-02-04T19:07:00Z,EST,2025-01-31,NA
TEMPEST,Freshwater,D5,6.29,10.4,2025-02-04T19:24:00Z,EST,2025-01-31,NA
TEMPEST,Freshwater,E3,6.19,10.2,2025-02-04T19:33:00Z,EST,2025-01-31,NA
TEMPEST,Freshwater,F6,6.36,8.8,2025-02-04T20:22:00Z,EST,2025-01-31,NA
TEMPEST,Freshwater,I5,6.41,10.2,2025-02-04T20:02:00Z,EST,2025-01-31,NA
TEMPEST,Control,C6,6.8,22.4,2025-04-03T17:50:00Z,EDT,2025-03-31,NA
TEMPEST,Control,H3,5.83,27.8,2025-04-03T18:20:00Z,EDT,2025-03-31,NA
TEMPEST,Control,H6,6.24,15.6,2025-04-06T16:18:00Z,EDT,NA,NA
TEMPEST,Control,B4,5.99,24.3,2025-04-03T17:58:00Z,EDT,2025-03-31,NA
TEMPEST,Control,F6,6.11,17.5,2025-04-06T16:09:00Z,EDT,NA,NA
TEMPEST,Control,I5,5.57,20.2,2025-04-03T18:24:00Z,EDT,2025-03-31,NA
TEMPEST,Saltwater,C3,6.12,22,2025-04-03T17:36:00Z,EDT,2025-03-31,NA
TEMPEST,Saltwater,C6,6.72,17.9,2025-04-03T16:47:00Z,EDT,2025-03-31,NA
TEMPEST,Saltwater,F4,7.1,24,2025-04-03T17:23:00Z,EDT,2025-03-31,NA
TEMPEST,Saltwater,H6,6.86,19.7,2025-04-03T17:09:00Z,EDT,2025-03-31,NA
TEMPEST,Saltwater,B4,6.39,15.6,2025-04-03T16:32:00Z,EDT,2025-03-31,NA
TEMPEST,Saltwater,D5,6.54,19.2,2025-04-03T16:55:00Z,EDT,2025-03-31,NA
TEMPEST,Saltwater,E3,6.31,17.4,2025-04-03T17:27:00Z,EDT,2025-03-31,NA
TEMPEST,Saltwater,I5,6.07,17.6,2025-04-06T15:49:00Z,EDT,NA,NA
TEMPEST,Freshwater,C3,6.79,15.5,2025-04-03T14:56:00Z,EDT,2025-03-31,NA
TEMPEST,Freshwater,C3,6.8,16.4,2025-04-06T15:20:00Z,EDT,2025-04-03,NA
TEMPEST,Freshwater,C6,6.1,14.9,2025-04-03T15:24:00Z,EDT,2025-03-31,NA
TEMPEST,Freshwater,F4,6.57,14.9,2025-04-03T14:28:00Z,EDT,2025-03-31,NA
TEMPEST,Freshwater,D5,6.09,14.6,2025-04-03T15:10:00Z,EDT,2025-03-31,NA
TEMPEST,Freshwater,F6,6.74,16.5,2025-04-03T14:17:00Z,EDT,2025-03-31,NA
TEMPEST,Freshwater,F6,7.21,17.6,2025-04-06T15:12:00Z,EDT,2025-04-03,NA
TEMPEST,Freshwater,I5,7,16.7,2025-04-03T14:06:00Z,EDT,2025-03-31,NA
TEMPEST,Control,H3,5.72,NA,2025-05-09T17:23:00Z,EDT,2025-05-06,temperature not recorded
TEMPEST,Control,H6,6.09,NA,2025-05-09T17:31:00Z,EDT,2025-05-06,temperature not recorded
TEMPEST,Control,D5,6.12,NA,2025-05-09T17:35:00Z,EDT,2025-05-06,temperature not recorded
TEMPEST,Control,I5,5.76,NA,2025-05-09T17:27:00Z,EDT,2025-05-06,temperature not recorded
TEMPEST,Saltwater,B4,7.04,NA,2025-05-09T15:52:00Z,EDT,2025-05-06,temperature not recorded
TEMPEST,Saltwater,E3,6.49,NA,2025-05-09T15:49:00Z,EDT,2025-05-06,temperature not recorded
TEMPEST,Freshwater,F4,6.43,NA,2025-05-09T14:31:00Z,EDT,2025-05-06,temperature not recorded
TEMPEST,Freshwater,B4,6.78,NA,2025-05-09T14:26:00Z,EDT,2025-05-06,temperature not recorded
TEMPEST,Freshwater,D5,6.38,NA,2025-05-09T14:22:00Z,EDT,2025-05-06,temperature not recorded
TEMPEST,Freshwater,I5,6.57,NA,2025-05-09T14:35:00Z,EDT,2025-05-06,temperature not recorded
TEMPEST,Saltwater,C6,7.03,20.3,2025-05-12T13:50:00Z,EDT,NA,NA
TEMPEST,Saltwater,B4,7.29,19.5,2025-05-12T13:43:00Z,EDT,NA,NA
TEMPEST,Saltwater,D5,6.72,19.8,2025-05-12T13:56:00Z,EDT,NA,NA
TEMPEST,Saltwater,E3,6.65,21.2,2025-05-12T14:13:00Z,EDT,NA,NA
TEMPEST,Saltwater,F6,6.97,21.3,2025-05-12T14:02:00Z,EDT,NA,NA
TEMPEST,Freshwater,C6,6.46,18.4,2025-05-12T14:30:00Z,EDT,2025-05-09,NA
TEMPEST,Freshwater,F4,6.4,22.1,2025-05-12T14:56:00Z,EDT,2025-05-09,NA
TEMPEST,Freshwater,H3,6.43,22,2025-05-12T14:59:00Z,EDT,2025-05-09,NA
TEMPEST,Freshwater,F6,6.76,21.6,2025-05-12T14:47:00Z,EDT,2025-05-09,NA
TEMPEST,Control,B4,5.71,18,2025-06-02T19:58:00Z,EDT,2025-05-30,NA
TEMPEST,Control,C3,5.65,18.1,2025-06-02T20:09:00Z,EDT,2025-05-30,NA
TEMPEST,Control,C6,6.87,18.2,2025-06-02T19:46:00Z,EDT,2025-05-30,NA
TEMPEST,Control,F4,6.75,17.6,2025-06-02T20:34:00Z,EDT,2025-05-30,NA
TEMPEST,Control,F6,6.89,17.9,2025-06-02T20:24:00Z,EDT,2025-05-30,NA
TEMPEST,Control,H3,6.5,17.8,2025-06-02T20:43:00Z,EDT,2025-05-30,NA
TEMPEST,Control,H6,6.72,18.5,2025-06-02T21:07:00Z,EDT,2025-05-30,NA
TEMPEST,Control,I5,6.31,17.5,2025-06-02T20:56:00Z,EDT,2025-05-30,NA
TEMPEST,Saltwater,B4,6.31,17.7,2025-06-02T19:31:00Z,EDT,2025-05-30,NA
TEMPEST,Saltwater,C3,6.04,17.4,2025-06-02T19:18:00Z,EDT,2025-05-30,NA
TEMPEST,Saltwater,C6,6.4,17,2025-06-02T16:34:00Z,EDT,2025-05-30,NA
TEMPEST,Saltwater,D5,6.16,16.6,2025-06-02T16:48:00Z,EDT,2025-05-30,NA
TEMPEST,Saltwater,E3,6.14,17.4,2025-06-02T19:04:00Z,EDT,2025-05-30,NA
TEMPEST,Saltwater,F4,6.37,16.8,2025-06-02T17:38:00Z,EDT,2025-05-30,NA
TEMPEST,Saltwater,F6,6.37,16.5,2025-06-02T16:59:00Z,EDT,2025-05-30,NA
TEMPEST,Saltwater,H3,6.22,16.9,2025-06-02T17:23:00Z,EDT,2025-05-30,NA
TEMPEST,Saltwater,H6,6.3,16.9,2025-06-02T17:11:00Z,EDT,2025-05-30,NA
TEMPEST,Freshwater,B4,6.09,16.8,2025-06-02T15:59:00Z,EDT,2025-05-30,NA
TEMPEST,Freshwater,C3,6.19,16.6,2025-06-02T15:47:00Z,EDT,2025-05-30,NA
TEMPEST,Freshwater,C6,5.74,16.8,2025-06-02T16:21:00Z,EDT,2025-05-30,NA
TEMPEST,Freshwater,D5,5.96,16.9,2025-06-02T16:10:00Z,EDT,2025-05-30,NA
TEMPEST,Freshwater,E3,6.1,17.5,2025-06-02T15:38:00Z,EDT,2025-05-30,NA
TEMPEST,Freshwater,F4,6.2,17.3,2025-06-02T15:02:00Z,EDT,2025-05-30,NA
TEMPEST,Freshwater,F6,6.06,17.6,2025-06-02T15:25:00Z,EDT,2025-05-30,NA
TEMPEST,Freshwater,H3,5.66,16.4,2025-06-02T14:51:00Z,EDT,2025-05-30,NA
TEMPEST,Freshwater,H6,6.53,17.3,2025-06-02T15:13:00Z,EDT,2025-05-30,NA
TEMPEST,Freshwater,I5,6.41,17,2025-06-02T14:33:00Z,EDT,2025-05-30,NA
TEMPEST,Control,H3,5.64,25,2025-07-11T16:15:00Z,EDT,2025-07-08,NA
TEMPEST,Control,H6,5.8,24.9,2025-07-11T16:24:00Z,EDT,2025-07-08,NA
TEMPEST,Control,I5,5.36,24.7,2025-07-11T16:36:00Z,EDT,2025-07-08,NA
TEMPEST,Saltwater,B4,6.39,24.2,2025-07-11T11:38:00Z,EDT,2025-07-08,NA
TEMPEST,Saltwater,D5,5.9,23.4,2025-07-11T12:01:00Z,EDT,2025-07-08,NA
TEMPEST,Saltwater,F6,6.4,23.6,2025-07-11T12:27:00Z,EDT,2025-07-08,NA
TEMPEST,Saltwater,H6,6.1,24.3,2025-07-11T12:55:00Z,EDT,2025-07-08,NA
TEMPEST,Saltwater,I5,6.53,24.9,2025-07-11T13:05:00Z,EDT,2025-07-08,NA
TEMPEST,Freshwater,C3,6.5,24.9,2025-07-11T14:06:00Z,EDT,2025-07-08,NA
TEMPEST,Freshwater,C6,5.63,25,2025-07-11T14:15:00Z,EDT,2025-07-08,NA
TEMPEST,Freshwater,D5,5.89,24.9,2025-07-11T14:27:00Z,EDT,2025-07-08,NA
TEMPEST,Freshwater,H6,6.91,26.3,2025-07-11T15:16:00Z,EDT,2025-07-08,NA
TEMPEST,Freshwater,I5,6.55,25.7,2025-07-11T15:10:00Z,EDT,2025-07-08,NA
TEMPEST,Saltwater,C6,7.03,22,2025-09-29T13:25:00Z,EDT,2025-09-26,NA
TEMPEST,Saltwater,D5,6.17,21.4,2025-09-29T13:39:00Z,EDT,2025-09-26,NA
TEMPEST,Saltwater,H3,6.27,21.2,2025-09-29T14:00:00Z,EDT,2025-09-26,NA
TEMPEST,Saltwater,H6,6.27,22.7,2025-09-26T16:15:00Z,EDT,2025-09-23,NA
